'that', 'political' | In regular: 0 | In spam: 1
'window', 'useragent' | In regular: 0 | In spam: 1
'else', 'read' | In regular: 0 | In spam: 1
'hacking', 'into' | In regular: 0 | In spam: 1
'information', 'none' | In regular: 0 | In spam: 1
'show', 'world' | In regular: 0 | In spam: 1
'chipmunks', 'youll' | In regular: 0 | In spam: 1
'cellulaire', 'morpholobie' | In regular: 1 | In spam: 0
'contests', 'this' | In regular: 0 | In spam: 1
'statements', 'size' | In regular: 0 | In spam: 1
'with', 'access' | In regular: 0 | In spam: 1
'mixed', 'main' | In regular: 0 | In spam: 1
'system', 'raam' | In regular: 0 | In spam: 1
'links', 'hmtn' | In regular: 0 | In spam: 1
'style', 'sharing' | In regular: 0 | In spam: 1
'cryan', 'petrine' | In regular: 1 | In spam: 0
'padding', 'netscape' | In regular: 0 | In spam: 1
'from', 'bottom' | In regular: 2 | In spam: 0
'pages', 'indexof' | In regular: 0 | In spam: 1
'mcguinness', 'four' | In regular: 0 | In spam: 1
'prison', 'useragent' | In regular: 0 | In spam: 1
'special', 'document' | In regular: 0 | In spam: 1
'berntson', 'martin' | In regular: 1 | In spam: 0
'sort', 'music' | In regular: 0 | In spam: 1
'tormadeus', 'already' | In regular: 0 | In spam: 1
'antispy', 'roots' | In regular: 0 | In spam: 1
'protests', 'aids' | In regular: 0 | In spam: 1
'west', 'subscribe' | In regular: 0 | In spam: 1
'plan', 'platform' | In regular: 0 | In spam: 1
'human', 'temporal' | In regular: 1 | In spam: 0
'with', 'questions' | In regular: 1 | In spam: 0
'position', 'york' | In regular: 1 | In spam: 0
'american', 'alan' | In regular: 2 | In spam: 0
'this', 'table' | In regular: 0 | In spam: 1
'gbagbo', 'faso' | In regular: 0 | In spam: 1
'leader', 'radio' | In regular: 0 | In spam: 1
'from', 'pjorrit' | In regular: 1 | In spam: 0
'theo', 'palmer' | In regular: 1 | In spam: 0
'since', 'doll' | In regular: 0 | In spam: 1
'smtprelayeurphilipscom', '' | In regular: 1 | In spam: 0
'review', 'article' | In regular: 1 | In spam: 0
'miss', 'rebel' | In regular: 0 | In spam: 1
'laser', 'toner' | In regular: 0 | In spam: 2
'', 'easy' | In regular: 0 | In spam: 1
'here', 'file' | In regular: 1 | In spam: 0
'alert', 'krddartord' | In regular: 0 | In spam: 1
'nests', 'elaborate' | In regular: 0 | In spam: 1
'programmes', 'them' | In regular: 0 | In spam: 1
'background', 'style' | In regular: 0 | In spam: 1
'music', 'http' | In regular: 0 | In spam: 1
'herald', 'weeping' | In regular: 0 | In spam: 1
'hope', 'could' | In regular: 1 | In spam: 0
'page', 'forget' | In regular: 0 | In spam: 1
'sanitised', 'gust' | In regular: 0 | In spam: 1
'arkansas', 'stretch' | In regular: 0 | In spam: 1
'robert', 'personal' | In regular: 0 | In spam: 1
'gear', 'with' | In regular: 0 | In spam: 1
'layerobject', 'knight' | In regular: 0 | In spam: 1
'warning', 'there' | In regular: 0 | In spam: 1
'rectifying', 'potassium' | In regular: 1 | In spam: 0
'laargerr', 'down' | In regular: 0 | In spam: 1
'search', 'saying' | In regular: 0 | In spam: 1
'nsnavbtn', 'county' | In regular: 0 | In spam: 1
'printer', 'ink' | In regular: 0 | In spam: 2
'lively', 'its' | In regular: 0 | In spam: 1
'required', 'mailtolink' | In regular: 1 | In spam: 0
'straessle', 'fabienne' | In regular: 1 | In spam: 0
'window', 'this' | In regular: 0 | In spam: 3
'font', 'today' | In regular: 0 | In spam: 2
'join', 'urlstacksetcookie' | In regular: 0 | In spam: 1
'urlstackgetcookie', 'reader' | In regular: 0 | In spam: 1
'submitform', 'platform' | In regular: 0 | In spam: 1
'political', 'anywhere' | In regular: 0 | In spam: 1
'databases', 'image' | In regular: 1 | In spam: 0
'time', 'positioning' | In regular: 0 | In spam: 1
'evanston', 'illinois' | In regular: 1 | In spam: 0
'write', 'crosswords' | In regular: 0 | In spam: 1
'compares', 'others' | In regular: 1 | In spam: 0
'family', 'want' | In regular: 0 | In spam: 1
'wetlands', 'islands' | In regular: 0 | In spam: 1
'photo', 'nelson' | In regular: 0 | In spam: 1
'no', 'said' | In regular: 0 | In spam: 1
'research', 'group' | In regular: 1 | In spam: 0
'xmailer', 'tango' | In regular: 3 | In spam: 0
'nice', 'false' | In regular: 0 | In spam: 1
'algorithms', 'machine' | In regular: 1 | In spam: 0
'involves', 'technical' | In regular: 1 | In spam: 0
'video', 'indexing' | In regular: 1 | In spam: 0
'arkansas', 'improved' | In regular: 0 | In spam: 1
'krddartinc', 'years' | In regular: 0 | In spam: 1
'inserm', 'centre' | In regular: 1 | In spam: 0
'been', 'working' | In regular: 1 | In spam: 0
'present', 'theropod' | In regular: 0 | In spam: 1
'falling', 'asleep' | In regular: 0 | In spam: 1
'write', 'arnold' | In regular: 0 | In spam: 1
'that', 'integrate' | In regular: 1 | In spam: 0
'gust', 'alan' | In regular: 0 | In spam: 1
'demo', 'misleading' | In regular: 0 | In spam: 1
'houphouet', 'president' | In regular: 0 | In spam: 1
'mailnacrcom', '' | In regular: 0 | In spam: 1
'hrefhttpwwwedfcomdrclick', 'hereabfont' | In regular: 0 | In spam: 1
'defence', 'association' | In regular: 0 | In spam: 1
'than', 'levitation' | In regular: 0 | In spam: 1
'with', 'becoming' | In regular: 0 | In spam: 1
'joke', 'raises' | In regular: 0 | In spam: 1
'chiangzrhotmailcom', 'mabowhotmailcom' | In regular: 0 | In spam: 1
'mclk', 'berman' | In regular: 0 | In spam: 1
'elections', 'militia' | In regular: 0 | In spam: 1
'audio', 'arrowon' | In regular: 0 | In spam: 1
'yossi', 'buskila' | In regular: 1 | In spam: 0
'nanyang', 'technological' | In regular: 11 | In spam: 0
'subject', 'java' | In regular: 1 | In spam: 0
'they', 'state' | In regular: 0 | In spam: 1
'popup', 'attempts' | In regular: 0 | In spam: 1
'indexof', 'else' | In regular: 0 | In spam: 1
'full', 'helvetica' | In regular: 0 | In spam: 1
'', 'norealname' | In regular: 6 | In spam: 2
'dolphins', 'prototype' | In regular: 0 | In spam: 1
'oo', 'limit' | In regular: 0 | In spam: 1
'from', 'niels' | In regular: 1 | In spam: 0
'articleauthor', 'pages' | In regular: 0 | In spam: 1
'html', '' | In regular: 0 | In spam: 3
'smtpscannlphilipscom', 'smtpscannlphilipscom' | In regular: 1 | In spam: 0
'maxim', 'with' | In regular: 0 | In spam: 1
'meta', 'contentdmshtml' | In regular: 1 | In spam: 0
'type', 'stressor' | In regular: 1 | In spam: 0
'their', 'cursor' | In regular: 0 | In spam: 1
'certain', 'assumptions' | In regular: 0 | In spam: 1
'until', 'beautiful' | In regular: 0 | In spam: 1
'joke', 'about' | In regular: 0 | In spam: 1
'weather', 'investigator' | In regular: 0 | In spam: 1
'seydou', 'french' | In regular: 0 | In spam: 1
'implementing', 'front' | In regular: 0 | In spam: 1
'governor', 'development' | In regular: 0 | In spam: 1
'title', 'function' | In regular: 0 | In spam: 1
'write', 'making' | In regular: 0 | In spam: 1
'careerbuilder', 'classifieds' | In regular: 0 | In spam: 1
'standard', 'have' | In regular: 0 | In spam: 1
'about', '' | In regular: 0 | In spam: 1
'this', 'write' | In regular: 0 | In spam: 5
'this', 'dbquery' | In regular: 0 | In spam: 1
'microsites', 'sans' | In regular: 0 | In spam: 1
'srcimagesirasbottomsmallgif', 'altcolorcoded' | In regular: 1 | In spam: 0
'po', 'br' | In regular: 1 | In spam: 0
'spam', 'more' | In regular: 0 | In spam: 1
'currently', 'miami' | In regular: 0 | In spam: 1
'vision', 'future' | In regular: 1 | In spam: 0
'style', 'other' | In regular: 0 | In spam: 1
'more', 'today' | In regular: 0 | In spam: 1
'mbulacuairugnl', 'sun' | In regular: 0 | In spam: 3
'this', 'than' | In regular: 0 | In spam: 1
'bird', 'humans' | In regular: 0 | In spam: 1
'area', 'mbulacudatacompacificanet' | In regular: 0 | In spam: 1
'keeping', 'more' | In regular: 1 | In spam: 0
'from', 'ilie' | In regular: 2 | In spam: 0
'conference', 'color' | In regular: 0 | In spam: 1
'snacks', 'cookies' | In regular: 1 | In spam: 0
'ramona', 'pruitt' | In regular: 0 | In spam: 1
'well', 'thats' | In regular: 0 | In spam: 1
'mishasagardormitoobscurelycom', '' | In regular: 0 | In spam: 1
'winopts', 'would' | In regular: 0 | In spam: 1
'cognitie', 'programma' | In regular: 1 | In spam: 0
'now', 'yes' | In regular: 1 | In spam: 0
'gary', 'home' | In regular: 0 | In spam: 1
'yael', 'amitai' | In regular: 1 | In spam: 0
'orlando', 'guntinaslichius' | In regular: 1 | In spam: 0
'medicine', 'brain' | In regular: 1 | In spam: 0
'other', 'style' | In regular: 0 | In spam: 1
'return', 'income' | In regular: 0 | In spam: 1
'stimulate', 'proliferation' | In regular: 1 | In spam: 0
'hounding', 'will' | In regular: 0 | In spam: 1
'listunsubscribe', 'httpboldfishieeeorgunsubnewmembermbulacuairugnlfeceedcceabef' | In regular: 1 | In spam: 0
'pupils', 'prefix' | In regular: 0 | In spam: 1
'enter', 'offsettop' | In regular: 0 | In spam: 1
'from', 'jhniessinkairugnl' | In regular: 1 | In spam: 0
'achieve', 'ambitions' | In regular: 0 | In spam: 1
'maybe', 'obituaries' | In regular: 0 | In spam: 1
'currently', 'division' | In regular: 2 | In spam: 0
'newscaster', 'looked' | In regular: 0 | In spam: 1
'million', 'dollar' | In regular: 0 | In spam: 4
'mouse', 'neocortex' | In regular: 1 | In spam: 0
'steins', 'reaction' | In regular: 0 | In spam: 1
'ebiz', 'templates' | In regular: 0 | In spam: 2
'that', 'realise' | In regular: 1 | In spam: 0
'londoner', 'half' | In regular: 0 | In spam: 1
'verdana', 'cookies' | In regular: 0 | In spam: 1
'range', 'information' | In regular: 3 | In spam: 0
'most', 'birds' | In regular: 0 | In spam: 2
'tested', 'interviewed' | In regular: 0 | In spam: 7
'about', 'been' | In regular: 0 | In spam: 1
'been', 'supporters' | In regular: 0 | In spam: 1
'management', 'assistant' | In regular: 1 | In spam: 0
'regulation', 'injurygrowthrelated' | In regular: 1 | In spam: 0
'london', 'neural' | In regular: 1 | In spam: 0
'applied', 'image' | In regular: 1 | In spam: 0
'said', 'hardcoverjanuarylistpriceourpricesavebarnes' | In regular: 0 | In spam: 1
'sure', 'cast' | In regular: 1 | In spam: 0
'sunday', 'evasion' | In regular: 0 | In spam: 1
'more', 'drive' | In regular: 0 | In spam: 1
'yourself', 'family' | In regular: 0 | In spam: 7
'section', 'well' | In regular: 1 | In spam: 0
'west', 'french' | In regular: 0 | In spam: 1
'international', 'conference' | In regular: 5 | In spam: 0
'taylor', 'jun' | In regular: 1 | In spam: 0
'market', 'contests' | In regular: 0 | In spam: 1
'site', 'leads' | In regular: 0 | In spam: 1
'rebels', 'african' | In regular: 0 | In spam: 1
'energy', 'level' | In regular: 0 | In spam: 1
'immediately', 'also' | In regular: 0 | In spam: 1
'recruitment', 'into' | In regular: 1 | In spam: 0
'recent', 'speculation' | In regular: 0 | In spam: 1
'video', 'about' | In regular: 0 | In spam: 1
'noda', 'yoshihiro' | In regular: 1 | In spam: 0
'arrion', 'adiframe' | In regular: 0 | In spam: 1
'link', 'hrefdhttpalfonsogetprettybizaimagesastylecss' | In regular: 0 | In spam: 1
'buffer', 'situation' | In regular: 0 | In spam: 1
'money', 'working' | In regular: 0 | In spam: 1
'user', 'indicated' | In regular: 0 | In spam: 1
'acoustic', 'radar' | In regular: 1 | In spam: 0
'ansgurhotmailcom', 'jcsanchezjrhotmailcom' | In regular: 0 | In spam: 1
'offers', 'after' | In regular: 0 | In spam: 1
'nsnavbtntxt', 'after' | In regular: 0 | In spam: 1
'document', 'else' | In regular: 0 | In spam: 2
'', 'offspanbr' | In regular: 0 | In spam: 2
'guide', 'walks' | In regular: 0 | In spam: 1
'ulster', 'begin' | In regular: 0 | In spam: 1
'from', 'lambert' | In regular: 4 | In spam: 0
'children', 'background' | In regular: 0 | In spam: 1
'college', 'degree' | In regular: 0 | In spam: 1
'font', 'limbaugh' | In regular: 0 | In spam: 2
'elena', 'yago' | In regular: 1 | In spam: 0
'davis', 'opera' | In regular: 0 | In spam: 1
'', '' | In regular: 239 | In spam: 257
'left', 'tags' | In regular: 0 | In spam: 2
'hour', 'odyssey' | In regular: 1 | In spam: 0
'share', 'since' | In regular: 0 | In spam: 1
'february', 'place' | In regular: 0 | In spam: 1
'administered', 'five' | In regular: 0 | In spam: 1
'press', 'document' | In regular: 0 | In spam: 1
'which', 'statement' | In regular: 0 | In spam: 1
'walt', 'nssrc' | In regular: 0 | In spam: 1
'late', 'hope' | In regular: 1 | In spam: 0
'orien', 'write' | In regular: 0 | In spam: 1
'srcdhttpkidgetprettybizaimagesdsclmgif', 'widthd' | In regular: 0 | In spam: 1
'london', 'arial' | In regular: 0 | In spam: 1
'extra', 'round' | In regular: 0 | In spam: 1
'renewal', 'process' | In regular: 1 | In spam: 0
'layerobject', 'americas' | In regular: 0 | In spam: 1
'network', '' | In regular: 3 | In spam: 0
'projecten', 'cognitie' | In regular: 1 | In spam: 0
'that', 'sells' | In regular: 0 | In spam: 1
'toadiekshotmailcom', 'anapiaggihotmailcom' | In regular: 0 | In spam: 1
'underlying', 'cellular' | In regular: 1 | In spam: 0
'wage', 'getinlinetop' | In regular: 0 | In spam: 1
'limbaugh', 'caused' | In regular: 0 | In spam: 1
'aclrover', 'title' | In regular: 0 | In spam: 1
'reloaded', 'exists' | In regular: 0 | In spam: 1
'over', 'medical' | In regular: 2 | In spam: 0
'centricrhotmailcom', 'lucasandradhotmailcom' | In regular: 0 | In spam: 1
'component', 'chemical' | In regular: 1 | In spam: 0
'ophthalmology', 'univ' | In regular: 1 | In spam: 0
'ieeeusa', 'salary' | In regular: 2 | In spam: 0
'winter', 'conference' | In regular: 1 | In spam: 0
'call', 'opera' | In regular: 0 | In spam: 1
'lead', 'national' | In regular: 2 | In spam: 0
'dont', 'store' | In regular: 0 | In spam: 1
'tuebingen', 'department' | In regular: 1 | In spam: 0
'star', 'onloadscript' | In regular: 0 | In spam: 1
'parseint', 'showsyntax' | In regular: 0 | In spam: 1
'references', 'hbfbmedmailmedrugnl' | In regular: 1 | In spam: 0
'inkup', 'percent' | In regular: 0 | In spam: 2
'know', 'what' | In regular: 1 | In spam: 0
'homes', 'return' | In regular: 0 | In spam: 1
'everything', 'about' | In regular: 1 | In spam: 0
'stimuli', 'semantic' | In regular: 1 | In spam: 0
'small', 'winopts' | In regular: 0 | In spam: 1
'productive', 'this' | In regular: 0 | In spam: 1
'control', 'does' | In regular: 1 | In spam: 0
'simihotmailcom', 'jacumberhotmailcom' | In regular: 0 | In spam: 1
'cynicism', 'opera' | In regular: 0 | In spam: 1
'volop', 'gelgenheid' | In regular: 1 | In spam: 0
'shape', 'wings' | In regular: 0 | In spam: 1
'life', 'stickers' | In regular: 0 | In spam: 1
'function', 'last' | In regular: 0 | In spam: 1
'past', 'somewhat' | In regular: 0 | In spam: 1
'something', 'least' | In regular: 0 | In spam: 1
'lords', 'even' | In regular: 0 | In spam: 1
'coast', 'help' | In regular: 0 | In spam: 1
'page', 'raquo' | In regular: 0 | In spam: 1
'from', 'inception' | In regular: 1 | In spam: 0
'height', 'partners' | In regular: 0 | In spam: 1
'sharing', 'november' | In regular: 0 | In spam: 1
'utopia', 'tremendous' | In regular: 0 | In spam: 1
'anywhere', 'this' | In regular: 0 | In spam: 1
'woman', 'case' | In regular: 0 | In spam: 1
'kellyegomezhotmailcom', 'noisemakahotmailcom' | In regular: 0 | In spam: 1
'from', 'ppswppswrugnl' | In regular: 2 | In spam: 0
'version', 'garden' | In regular: 0 | In spam: 1
'cypm', 'through' | In regular: 0 | In spam: 1
'elderly', 'disadvantaged' | In regular: 0 | In spam: 1
'would', 'particular' | In regular: 3 | In spam: 0
'speaker', 'hurley' | In regular: 1 | In spam: 0
'know', 'when' | In regular: 0 | In spam: 2
'evaluators', 'undergraduate' | In regular: 1 | In spam: 0
'learning', 'graduate' | In regular: 1 | In spam: 0
'this', 'window' | In regular: 0 | In spam: 2
'with', 'ajaye' | In regular: 0 | In spam: 1
'gray', 'florida' | In regular: 0 | In spam: 1
'becomes', 'left' | In regular: 0 | In spam: 1
'service', 'efficacy' | In regular: 0 | In spam: 1
'made', 'sure' | In regular: 0 | In spam: 1
'media', 'accuse' | In regular: 0 | In spam: 1
'totp', 'middle' | In regular: 0 | In spam: 1
'student', 'milwaukee' | In regular: 1 | In spam: 0
'the', 'whole' | In regular: 0 | In spam: 1
'become', 'greatest' | In regular: 0 | In spam: 1
'identification', 'using' | In regular: 5 | In spam: 0
'krddartinc', 'workforce' | In regular: 0 | In spam: 1
'information', 'httpwwwnpunimaasnlsymposia' | In regular: 1 | In spam: 0
'username', 'link' | In regular: 0 | In spam: 1
'companys', 'expe' | In regular: 0 | In spam: 1
'south', 'window' | In regular: 0 | In spam: 1
'blaring', 'cultural' | In regular: 1 | In spam: 0
'mouts', 'policy' | In regular: 0 | In spam: 1
'price', 'cassette' | In regular: 0 | In spam: 1
'programs', 'httpwwwieeeorgservicesfinancialfap' | In regular: 1 | In spam: 0
'charmed', 'opera' | In regular: 0 | In spam: 1
'ntwin', 'they' | In regular: 0 | In spam: 1
'height', 'return' | In regular: 0 | In spam: 1
'were', 'made' | In regular: 0 | In spam: 1
'aspects', 'spatial' | In regular: 1 | In spam: 0
'result', 'especially' | In regular: 1 | In spam: 0
'prior', 'evolution' | In regular: 0 | In spam: 1
'denny', 'remembered' | In regular: 0 | In spam: 1
'bush', 'directories' | In regular: 0 | In spam: 1
'inserm', 'unit' | In regular: 1 | In spam: 0
'catchment', 'demands' | In regular: 0 | In spam: 1
'country', 'western' | In regular: 0 | In spam: 1
'platform', 'this' | In regular: 0 | In spam: 1
'article', 'physician' | In regular: 2 | In spam: 0
'epos', 'course' | In regular: 1 | In spam: 0
'x', 'linux' | In regular: 4 | In spam: 0
'every', 'creative' | In regular: 0 | In spam: 1
'srcimagesacshapesslidegif', 'alignmiddle' | In regular: 1 | In spam: 0
'number', 'animated' | In regular: 0 | In spam: 1
'network', 'refused' | In regular: 0 | In spam: 1
'denied', 'mainly' | In regular: 0 | In spam: 1
'with', 'stock' | In regular: 0 | In spam: 1
'french', 'protests' | In regular: 0 | In spam: 1
'lan', 'deserve' | In regular: 0 | In spam: 1
'uprising', 'government' | In regular: 0 | In spam: 1
'accepted', 'tagname' | In regular: 0 | In spam: 1
'morphological', 'processing' | In regular: 1 | In spam: 0
'larry', 'days' | In regular: 0 | In spam: 1
'organization', 'faculteit' | In regular: 1 | In spam: 0
'quoted', 'saying' | In regular: 1 | In spam: 0
'msie', 'about' | In regular: 0 | In spam: 1
'graphics', 'coding' | In regular: 0 | In spam: 1
'among', 'other' | In regular: 1 | In spam: 0
'dyer', 'risk' | In regular: 0 | In spam: 1
'user', 'examples' | In regular: 1 | In spam: 0
'astronomy', 'speckle' | In regular: 1 | In spam: 0
'weeping', 'even' | In regular: 0 | In spam: 1
'than', 'anyone' | In regular: 0 | In spam: 1
